date,next_date,n_stocks,pred_sigma_daily,pred_sigma_annual,realized_return_next,factor_var_daily,specific_var_daily,factor_risk_share,specific_risk_share,factor_vol_annual_component,specific_vol_annual_component,z,realized_vol_daily_rolling,realized_vol_annual_rolling
2024-01-08,2024-01-09,492,0.008755917588193596,0.1389958826312203,-0.004906060019837273,7.626582366191703e-05,4.002691493209332e-07,0.9947790589732224,0.0052209410267776216,0.13863256314013347,0.010043297547562514,-0.5603136359406308,0.00857184224522874,0.1360737771513167
2024-01-09,2024-01-10,492,0.008743388695164887,0.13879699262027892,0.0026783732991741043,7.604698985430656e-05,3.998560204305825e-07,0.9947694896256966,0.005230510374303358,0.13843352716479218,0.010038113226523539,0.3063312626894022,0.008561389052952123,0.1359078378682927
2024-01-10,2024-01-11,492,0.008726165202839644,0.13852357815587518,-0.0024412327232780796,7.574550468153574e-05,4.0045446571368763e-07,0.9947409623544264,0.005259037645573514,0.13815884763469552,0.010045622198741564,-0.27976008550510373,0.008486252878722162,0.13471508807942892
2024-01-11,2024-01-12,492,0.008709490583905362,0.13825887678643392,-0.0011200571941026348,7.545558664477089e-05,3.9963958636528754e-07,0.9947315484216268,0.005268451578373226,0.13789419072057485,0.010035396143852642,-0.12860191802405024,0.008504616142180349,0.13500659584964844
2024-01-12,2024-01-16,492,0.008692094770136735,0.13798272680392162,-0.006075661496928085,7.515316953634925e-05,3.993419566891251e-07,0.9947143787969785,0.005285621203021446,0.13761758144641262,0.01003165854112168,-0.6989870287427284,0.007525120215437749,0.11945758005547848
2024-01-16,2024-01-17,492,0.008683518974488868,0.13784659026844903,-0.00756786534466715,7.50040385498325e-05,3.9946323047568044e-07,0.9947023252097821,0.005297674790217783,0.1374809721909101,0.010033181652889151,-0.8715205629078058,0.00720202590110781,0.11432861682106277
2024-01-17,2024-01-18,492,0.00867992451381383,0.13778952997418772,0.005325413775765134,7.494267325082101e-05,3.9841631468524273e-07,0.9947118323217394,0.005288167678260542,0.1374247199713607,0.010020025513973563,0.6135322683152259,0.0072089624975263345,0.1144387318754746
2024-01-18,2024-01-19,492,0.008667979567280956,0.13759990982648804,0.009040193833406533,7.473588284431001e-05,3.979869344901431e-07,0.9947029623835182,0.005297037616481715,0.13723498998712438,0.010014624680511801,1.0429412948238337,0.007483643970481311,0.11879916507864928
2024-01-19,2024-01-22,492,0.008668650862835987,0.13761056631305704,0.004869387392950277,7.474657371516724e-05,3.989340665798675e-07,0.9946911787762679,0.005308821223732137,0.137244805279552,0.010026534036152604,0.5617237872419325,0.007333062162558296,0.11640875298424053
2024-01-22,2024-01-23,492,0.008655923551296598,0.13740852650590704,0.00040317138925213293,7.452515050099527e-05,3.998620248958254e-07,0.9946631703964328,0.005336829603567287,0.13704137304570038,0.010038188595247053,0.046577512712868245,0.006218477614736938,0.09871527181209637
2024-01-23,2024-01-24,492,0.008638373424376667,0.1371299268780605,-0.0056198744399769815,7.42212934689808e-05,4.0020194999625694e-07,0.9946369079345134,0.005363092065486552,0.13676171231080417,0.01004245445093264,-0.6505709077264744,0.005851015162474685,0.09288198622305718
2024-01-24,2024-01-25,493,0.00862601842590312,0.13693379735760297,0.008832709293938932,7.400900921405689e-05,3.991846699632393e-07,0.9946352054911393,0.005364794508860778,0.13656599255283997,0.010029682788141224,1.0239613292982472,0.006138367785144009,0.09744356769204847
2024-01-25,2024-01-26,493,0.00862579779048662,0.13693029487894814,0.00016179277113425943,7.400395765812178e-05,4.0042986424208093e-07,0.994618195544964,0.005381804455035975,0.13656133175187876,0.01004531362322772,0.0187568472000005,0.006008122804229357,0.09537599271796132
2024-01-26,2024-01-29,493,0.008608150630853567,0.13665015490453386,0.006912970199523657,7.370035349798742e-05,3.999037854772433e-07,0.9946032065186031,0.005396793481397009,0.136280919726471,0.01003871276311188,0.8030726338298497,0.006190828075656424,0.09827634898646076
2024-01-29,2024-01-30,493,0.008600877683649349,0.13653470044692867,0.000516520903708355,7.357603600851255e-05,3.990609205848228e-07,0.9946054694464637,0.005394530553536269,0.13616593213482278,0.010028128040036952,0.0600544412682771,0.006185798058812655,0.0981964999445063
2024-01-30,2024-01-31,493,0.008583458300842398,0.13625817631753212,-0.012916847082147662,7.327646915564781e-05,3.992872466524566e-07,0.9945804798464208,0.00541952015357918,0.13588844773277545,0.010030971346605426,-1.504853478565857,0.006767473791330696,0.10743031593605067
2024-01-31,2024-02-01,493,0.008607421469016061,0.1366385798192085,0.011830472495816867,7.368789334488379e-05,3.998110003948126e-07,0.9946035444892241,0.005396455510775877,0.1362693990700433,0.01003754811193913,1.3744502390643643,0.007241133692517948,0.11494943376344005
2024-02-01,2024-02-02,493,0.008621239210834018,0.13685792967039337,0.0002722656331449509,7.392477419605991e-05,4.009913343620518e-07,0.994604948479166,0.005395051520833967,0.13648825259855552,0.010052353767115297,0.03158080021753763,0.006495458209726515,0.10311220244609512
2024-02-02,2024-02-05,493,0.00860405263728191,0.1365851012733442,-0.009110056944720554,7.362741221557865e-05,4.0230956953913465e-07,0.9945655669123423,0.005434433087657653,0.13621346437972212,0.010068863467336417,-1.0588099967271347,0.006857002799916254,0.10885154488711199
2024-02-05,2024-02-06,493,0.008607581463120451,0.13664111964687722,0.0070218148241613125,7.368747952667976e-05,4.029791175750323e-07,0.9945609849777022,0.005439015022297754,0.1362690164370584,0.010077238591444987,0.8157709403328423,0.006989509196762439,0.11095501872619343
2024-02-06,2024-02-07,493,0.008601203939105831,0.13653987959173905,0.00467339422917013,7.357283394463952e-05,4.078752574501567e-07,0.9944867349630836,0.00551326503691635,0.13616296909971212,0.010138272282664314,0.5433418696099385,0.006623912075820466,0.10515134435387144
2024-02-07,2024-02-08,493,0.008591096033069602,0.13637942155785424,0.0024583266598528046,7.339880505822525e-05,4.081259911990009e-07,0.9944703568432387,0.005529643156761287,0.13600183408569444,0.010141387961327002,0.28614819929727214,0.006511342024303153,0.1033643501855402
2024-02-08,2024-02-09,493,0.00857558773191534,0.13613323490918658,0.002713865439931829,7.313044440697869e-05,4.1026054079818553e-07,0.9944213134604908,0.005578686539509269,0.13575298151627696,0.010167873734520053,0.3164640750897773,0.0065118151322733795,0.10337186054173521
2024-02-09,2024-02-12,493,0.008557736635428704,0.13584985753758586,0.005295517646714458,7.282471410636858e-05,4.1014221499000383e-07,0.9943996310555963,0.0056003689444037025,0.1354689187777214,0.010166407338754482,0.6187988567901489,0.006528542917572183,0.10363740590104831
2024-02-12,2024-02-13,493,0.00854144381077393,0.13559121696443796,-0.016436779518118255,7.254911431668218e-05,4.071480559261034e-07,0.9944192857105716,0.005580714289428411,0.13521233970242477,0.010129230478835896,-1.9243561021130149,0.007585852959354496,0.12042168247653218
2024-02-13,2024-02-14,493,0.008606244754065635,0.13661990004847147,0.010691304624884043,7.366069821342694e-05,4.0675055345533564e-07,0.9945083763484884,0.0054916236515116165,0.13624425107058127,0.010124284639950843,1.2422728995516208,0.007729116731276035,0.122695924350869
2024-02-14,2024-02-15,493,0.008607156368439872,0.1366343714780264,0.01150874298306757,7.367540383554954e-05,4.077369152254946e-07,0.9944962253072238,0.005503774692776224,0.13625785029332618,0.010136552798502292,1.3371132683573679,0.0077436370389726795,0.12292642708962175
2024-02-15,2024-02-16,493,0.008635383370269853,0.13708246124062096,-0.004489658066522059,7.416073883175327e-05,4.0910711977983996e-07,0.9945137727648553,0.005486227235144622,0.13670591130452928,0.010153570514086151,-0.519914157138545,0.007847840790983112,0.12458061037061846
2024-02-16,2024-02-20,493,0.008629747281509531,0.1369929911052596,-0.003952047163427676,7.406362553098793e-05,4.0891261173322705e-07,0.9945092161227327,0.005490783877267296,0.13661637395937926,0.010151156493561372,-0.45795630329702736,0.007763458585395082,0.12324108438422815
2024-02-20,2024-02-21,493,0.00860214441861572,0.13655480924111693,0.001961738448158395,7.358869364582489e-05,4.0819495289669234e-07,0.9944836200463738,0.005516379953626112,0.13617764426934353,0.010142244728361,0.22805225682017594,0.007720945686706489,0.12256621303957314
2024-02-21,2024-02-22,493,0.008600482560684582,0.13652842806431628,0.012254409355822001,7.355838893163867e-05,4.0991134500093624e-07,0.9944582835692064,0.005541716430793705,0.1361496015813963,0.010163545589027283,1.4248513696011231,0.00809297688149304,0.1284720251677538
2024-02-22,2024-02-23,493,0.008521882941340089,0.13528069778873705,0.0028685859125141683,7.221173889494193e-05,4.107499709612751e-07,0.9943440389144509,0.005655961085549152,0.13489758412041844,0.010173936931308416,0.33661409482621635,0.007922071545445872,0.12575898706626543
2024-02-23,2024-02-26,493,0.008522342450814792,0.13528799227550792,-0.003649056071157202,7.221799053539403e-05,4.1233031356584597e-07,0.9943228900995313,0.005677109900468668,0.1349034232883632,0.010193490031318675,-0.42817524550522235,0.007855769531947486,0.12470647523142797
2024-02-26,2024-02-27,493,0.008523573256526593,0.1353075307104619,0.005059309818915661,7.223956952982023e-05,4.117315295551243e-07,0.9943327714225155,0.005667228577484533,0.134923576596215,0.010186085874755392,0.5935667667362032,0.007888040736142427,0.12521876471627835
2024-02-27,2024-02-28,493,0.008506581798152224,0.1350377996708366,0.0005510336194366856,7.195013688050917e-05,4.117970081455665e-07,0.9943092039416856,0.005690796058314441,0.13465301516820302,0.010186895800619676,0.06477732566521367,0.0077990738587385405,0.12380645932108242
2024-02-28,2024-02-29,493,0.008506604630540902,0.13503816212377026,0.005910198890486807,7.195001798194607e-05,4.1230435839384325e-07,0.9943022232418873,0.0056977767581126324,0.13465290391020318,0.010193169198794283,0.6947776636130085,0.00785757424789182,0.1247351242088829
2024-02-29,2024-03-01,493,0.008510777636719933,0.13510440654318576,0.006268635084220372,7.202084638521194e-05,4.1248959648016765e-07,0.9943052519825342,0.005694748017465694,0.13471916452039556,0.010195458710278918,0.7365525633256134,0.007164790062868426,0.11373751621402013
2024-03-01,2024-03-04,493,0.008515932531809238,0.13518623796583135,0.0033208772301428604,7.210720473828119e-05,4.1390214804570635e-07,0.9942926664275206,0.0057073335724794816,0.1347999094734372,0.010212900729348055,0.3899604908491835,0.0068477235915223745,0.10870424202046951
2024-03-04,2024-03-05,493,0.008505430448581337,0.13501952256301658,-0.0064535442606305435,7.192768154322046e-05,4.146655724340598e-07,0.9942680105226456,0.0057319894773545195,0.13463200120659113,0.010222315014388035,-0.7587557501815752,0.00709293489759886,0.11259685082770783
2024-03-05,2024-03-06,493,0.008478441895124724,0.13459109255886714,0.007070729466757577,7.146776108420426e-05,4.162158848018747e-07,0.9942098934651135,0.005790106534886523,0.13420087851135504,0.01024140629845689,0.8339656689542674,0.006713609203595426,0.10657524211432741
2024-03-06,2024-03-07,493,0.008483418829146072,0.13467009893713955,0.0070767995686987495,7.15517626030395e-05,4.1663242767063204e-07,0.9942108973321852,0.005789102667814781,0.1342797236218706,0.010246529742942207,0.8341919350233341,0.006715429497176684,0.10660413837910222
2024-03-07,2024-03-08,493,0.00843221354347834,0.13385724022700649,-0.0017448398810578523,7.068472172632838e-05,4.1750351649115573e-07,0.9941281230641467,0.005871876935853263,0.1334636649992602,0.010257235795075164,-0.206925485468445,0.006762468165057417,0.1073508540823993
2024-03-08,2024-03-11,493,0.00843281659143884,0.13386681331659925,0.0007609080903299282,7.069449501330911e-05,4.17900651537061e-07,0.9941233782432722,0.0058766217567276634,0.13347289141752305,0.010262113046899229,0.09023178460947638,0.0067706110746982495,0.10748011876554799
2024-03-11,2024-03-12,493,0.008321227857316387,0.13209539707897217,0.003345579320493906,6.882509595823468e-05,4.1773709514358514e-07,0.9939670710061567,0.006032928993843419,0.13169633321195826,0.010260104676667946,0.40205356443308143,0.006774324729502531,0.1075390712079516
2024-03-12,2024-03-13,493,0.008201546895579356,0.13019552071042084,0.0009642567604035505,6.684778474000906e-05,4.175867403783208e-07,0.9937919507290601,0.006208049270939905,0.12979076143733145,0.010258258067300552,0.11757010874659342,0.006742778090388721,0.10703828383718134
2024-03-13,2024-03-14,493,0.008182083404454907,0.1298865473674584,-0.009290932602616236,6.653225728837556e-05,4.142315490808235e-07,0.9938124977683809,0.006187502231619084,0.12948408719480028,0.010216963852748406,-1.1355216200262142,0.005889974918190752,0.09350045317164442
2024-03-14,2024-03-15,493,0.008165274509172942,0.12961971442707956,-0.0021262370284511915,6.625817076555647e-05,4.1353704459294673e-07,0.9937974133530446,0.006202586646955429,0.12921710038892,0.010208395331168489,-0.26039994443084036,0.005644935388774828,0.08961057123435544
2024-03-15,2024-03-18,493,0.00811117487920081,0.1287609094255183,0.002837883456984223,6.537803079969669e-05,4.1312712128157644e-07,0.9937206285109349,0.006279371489065192,0.12835600399484073,0.010203334482558007,0.3498732920012986,0.005196443759453071,0.08249098733667824
2024-03-18,2024-03-19,493,0.008067704119583071,0.12807083251000867,0.005439049827122085,6.467490762096452e-05,4.129421401731352e-07,0.993655618649432,0.006344381350568025,0.12766392098194015,0.01020104991280947,0.6741756696207605,0.005088226543405785,0.08077309228925704
2024-03-19,2024-03-20,493,0.007996461250039444,0.12693988701701434,0.009537928214961536,6.353133302272421e-05,4.1205950065817825e-07,0.9935558705223921,0.006444129477607856,0.12653021742542966,0.010190142009111596,1.1927686406176843,0.005172328822611031,0.08210817458208183
2024-03-20,2024-03-21,493,0.007979257009358856,0.1266667781629951,0.007438420614440678,6.325647509880496e-05,4.120673225974762e-07,0.9935279290694277,0.006472070930572429,0.12625621459911923,0.010190238726083115,0.9322197048818165,0.0052820906063480826,0.0838505888814444
2024-03-21,2024-03-22,493,0.007949914411550341,0.1262009788632636,-0.006328383942060871,6.278870852525681e-05,4.1243062571898463e-07,0.9934743165825893,0.006525683417410632,0.12578853106847507,0.010194729897411905,-0.7960317073183119,0.005162850079599297,0.0819577042015786
2024-03-22,2024-03-25,493,0.007831579672183177,0.12432247311231263,-0.0017237195175814615,6.0921204374920506e-05,4.124357868322545e-07,0.9932755371156097,0.006724462884390264,0.12390376710366788,0.010194793685098692,-0.22009857394465443,0.005214562646226906,0.08277861574729967
2024-03-25,2024-03-26,493,0.007828634924084976,0.12427572668546322,-0.001755500443995722,6.087626764176356e-05,4.1125713283941284e-07,0.9932897088868918,0.006710291113108132,0.12385806169048674,0.01018021598373689,-0.22424093868458272,0.005134439688279496,0.08150670322108527
2024-03-26,2024-03-27,493,0.007821652487701404,0.12416488394416564,0.014359730905211771,6.0766832567443624e-05,4.1141507092193927e-07,0.993275141299341,0.0067248587006590935,0.12374668402424283,0.010182170587469485,1.835894771314719,0.005795292149063344,0.09199741080832002
2024-03-27,2024-03-28,493,0.007860798692106402,0.124786310673932,0.0037550541258622163,6.138090130676795e-05,4.1125477105377667e-07,0.9933445473154257,0.006655452684574363,0.12437036274493021,0.01018018675199781,0.4776937144609667,0.005792860394050928,0.0919588078942463
2024-03-28,2024-04-01,493,0.007862652433903003,0.1248157379126644,-0.006028842447307521,6.141039425680897e-05,4.109090395518603e-07,0.9933532776301717,0.006646722369828279,0.12440023855570319,0.010175906739306764,-0.7667695472982795,0.006004605264578364,0.0953201535071013
2024-04-01,2024-04-02,493,0.007822678280623798,0.12418116790198147,-0.008786552560421382,6.0783174119735466e-05,4.1112136240782334e-07,0.9932817044600539,0.006718295539946039,0.12376332202301835,0.010178535421502028,-1.1232153803621236,0.006328016289966809,0.10045414437370663
2024-04-02,2024-04-03,493,0.007842408262185584,0.12449437164948773,0.0018261793837178744,6.109163956573027e-05,4.1172778506643947e-07,0.9933056058098726,0.006694394190127314,0.12407696470563756,0.010186039556016987,0.232859514917544,0.0063093609174626215,0.10015799951613852
2024-04-03,2024-04-04,493,0.007789263189761049,0.1236507197792247,-0.010876829937618803,6.025987383905691e-05,4.127472003095702e-07,0.9931971424138449,0.006802857586155141,0.12322941291527092,0.010198641795749653,-1.3963875237797005,0.006634699705518885,0.10532259266637865
2024-04-04,2024-04-05,493,0.007823609575153245,0.1241959517443151,0.007585516723090504,6.079608211359167e-05,4.1278467083786304e-07,0.9932561295033996,0.006743870496600475,0.12377646259537838,0.010199104718118229,0.9695673908858012,0.006660123192526208,0.10572617801086742
2024-04-05,2024-04-08,493,0.007803738753076732,0.1238805122229499,0.002424250527363995,6.0486252544383616e-05,4.1208598188797874e-07,0.9932332147007557,0.006766785299244322,0.12346066434773738,0.010190469441383486,0.31065244545868487,0.006515816038354934,0.10343537295679951
2024-04-08,2024-04-09,493,0.007800140074045928,0.1238233849643668,0.002425135498657237,6.0430048302727455e-05,4.121368720097545e-07,0.9932261329729347,0.006773867027065315,0.1234032907676587,0.010191098652572162,0.31090922414670447,0.006505820451623053,0.10327669793659512
2024-04-09,2024-04-10,493,0.007800573504392819,0.12383026545781806,-0.015907776591587725,6.043697187333298e-05,4.119751241022816e-07,0.9932295439045208,0.006770456095479287,0.12341035982477286,0.010189098648740966,-2.039308594762861,0.007452573048624549,0.11830592948521822
2024-04-10,2024-04-11,493,0.007861605023881621,0.12479911079404063,-0.0005595970276991551,6.13927227321137e-05,4.121108194070487e-07,0.9933320616572244,0.006667938342775594,0.12438233849101185,0.010190776540115883,-0.07118101532692588,0.007412427047945328,0.11766863148163192
2024-04-11,2024-04-12,493,0.007855617755652168,0.124704065857434,-0.015813452947044303,6.128946808137237e-05,4.2126224154522603e-07,0.9931735981839648,0.0068264018160352465,0.12427769693917667,0.010303304560644462,-2.013012017503833,0.00814541976699305,0.12930453016615978
2024-04-12,2024-04-15,493,0.007917557741408936,0.12568733264857376,-0.010061941257822168,6.2265842476214e-05,4.218781123305881e-07,0.9932701634647141,0.006729836535286007,0.12526369108407243,0.010310833346888515,-1.2708390120349962,0.008186166424772965,0.12995136330561602
2024-04-15,2024-04-16,493,0.00793288654980983,0.12593066993811608,-0.004586258624486629,6.250877725336573e-05,4.2191175878797974e-07,0.9932956119595879,0.006704388040412151,0.1255078159631828,0.010311244503675146,-0.578132385442544,0.00821966303321847,0.1304831054798815
2024-04-16,2024-04-17,493,0.007934482196394732,0.12595600004238008,-0.0028386002283868122,6.253412828487921e-05,4.218794400257403e-07,0.9932988215855554,0.006701178414444596,0.1255332638299091,0.010310849571518663,-0.3577549433126984,0.008174104593855166,0.1297598876758284
2024-04-17,2024-04-18,493,0.007929294720952157,0.12587365142266024,-0.0009332663733220127,6.245138520697798e-05,4.2232956474176994e-07,0.9932828914869251,0.006717108513075029,0.12545018562026303,0.010316348691030467,-0.11769853513654556,0.008022400486752892,0.12735165963427006
2024-04-18,2024-04-19,493,0.007929711948491881,0.12588027470452168,0.0013971238899958887,6.245720891224231e-05,4.231226738125912e-07,0.9932709853281623,0.006729014671837831,0.12545603471290276,0.010326030883198683,0.17618847936356652,0.00763686140076993,0.12123141638103366
2024-04-19,2024-04-22,493,0.007929382794223548,0.12587504954249976,0.008240506512980071,6.245166994613403e-05,4.234415511944373e-07,0.9932653550648188,0.006734644935181216,0.12545047160702816,0.010329921146891597,1.0392368141166262,0.00768900171196758,0.12205911816129665
2024-04-22,2024-04-23,493,0.007934389474417441,0.1259545281266222,0.01015461325343708,6.253215613853053e-05,4.2238019321574026e-07,0.993290710760064,0.00670928923993592,0.12553128433545835,0.010316967029624868,1.2798228882232494,0.008068180112451634,0.128078388662545
2024-04-23,2024-04-24,493,0.007957015571595179,0.12631370628425584,0.0015745597447502984,6.28909248993391e-05,4.2317190726904e-07,0.9933163082376172,0.006683691762382895,0.12589087764660892,0.010326631620804437,0.197883205151833,0.008091980931265466,0.12845621494803164
2024-04-24,2024-04-25,493,0.007957239120156898,0.1263172550076574,-0.0022339230467475256,6.289300533924431e-05,4.246490761109999e-07,0.993293354278013,0.006706645721987094,0.12589295987262183,0.010344639538426266,-0.28074097221593586,0.008094407960937446,0.12849474284965146
2024-04-25,2024-04-26,493,0.007876741463179227,0.1250393943187396,0.002162149025980697,6.161788776603338e-05,4.251683117334524e-07,0.9931472055277138,0.006852794472286024,0.12461022316423485,0.01035096201117703,0.2744979045063142,0.00732417051292758,0.11626760242223257
2024-04-26,2024-04-29,493,0.007854880630257379,0.12469236435455591,0.006207212247738398,6.127365073435245e-05,4.2549898124010017e-07,0.993103649188012,0.0068963508119880695,0.12426165935258074,0.01035498639653888,0.7902363562124568,0.007435295106909322,0.11803165066354486
2024-04-29,2024-04-30,493,0.00780021657730419,0.1238245994159419,-0.015361585618899718,6.041985451948495e-05,4.235241333661467e-07,0.993039108893301,0.0069608911066989295,0.12339288204313169,0.01033092840011337,-1.9693793712851997,0.00796986800866459,0.12651773239761646
2024-04-30,2024-05-01,493,0.007843555321250681,0.12451258064763981,-0.003552760257700835,6.10961031783125e-05,4.252568992073812e-07,0.9930876544557609,0.006912345544239221,0.12408149741574992,0.01035204031098508,-0.45295278890623486,0.00783072002105323,0.12430882657368793
2024-05-01,2024-05-02,493,0.007848420445380153,0.12458981209890407,0.008109364921307663,6.116868897799565e-05,4.29014509465546e-07,0.993035219088113,0.006964780911887016,0.1241551836310305,0.010397675527987859,1.0332480245857765,0.00809359528327271,0.12848184199166976
2024-05-02,2024-05-03,493,0.007808983583385878,0.12396377132295032,0.006567794403511922,6.055016724118452e-05,4.300573644056355e-07,0.9929475929748182,0.007052407025181923,0.12352587641777127,0.010410305270750717,0.8410562441807834,0.007982386292035787,0.12671645398546622
2024-05-03,2024-05-06,493,0.007808724843769693,0.12395966395887785,0.008809636667182402,6.054783994367706e-05,4.283437420289628e-07,0.9929752287510021,0.007024771248997906,0.1235235024835623,0.010389543926048855,1.1281786518846673,0.008050207912434713,0.1277930888320001
2024-05-06,2024-05-07,493,0.007808410517709695,0.1239546741873658,0.001474716263308576,6.054684009490104e-05,4.2443471817835026e-07,0.9930387757271019,0.006961224272898124,0.12352248258481152,0.010342028281770665,0.18886254250642662,0.008034693364907593,0.12754680302523738
2024-05-07,2024-05-08,493,0.007734704444459119,0.12278462654774899,-0.0006452242849583078,5.9401334295771304e-05,4.2431854736435265e-07,0.992907414675826,0.007092585324174003,0.12234842149588351,0.010340612841404365,-0.08341938461792482,0.008002830320848869,0.12704099288168014
2024-05-08,2024-05-09,493,0.007734638566617785,0.12278358076943852,0.008566268694955156,5.9401095663336217e-05,4.2353809287501093e-07,0.9929203395611087,0.0070796604388913215,0.12234817574104132,0.010331098654281778,1.1075202313818042,0.007463874079703645,0.1184853277919816
2024-05-09,2024-05-10,493,0.007746677073967078,0.12297468614905442,0.001472122684059518,5.958643532606095e-05,4.245703622661818e-07,0.9929251250267122,0.007074874973287873,0.12253889873084123,0.01034368074193504,0.19003279341624127,0.007465097824940743,0.11850475414537437
2024-05-10,2024-05-13,493,0.007746677344386001,0.12297469044182174,-0.001166160515060074,5.958666071172106e-05,4.2434916630229055e-07,0.9929288114436866,0.007071188556313424,0.12253913048228189,0.010340985925344702,-0.15053686415701667,0.006494162935925803,0.1030916406119566
2024-05-13,2024-05-14,493,0.00773906004780083,0.12285376960725984,0.004400496342763136,5.9470127596982566e-05,4.229228264844158e-07,0.992938699506968,0.007061300493031966,0.12241924748355386,0.010323592023809969,0.5686086314853704,0.005997808769455055,0.09521226249180247
2024-05-14,2024-05-15,493,0.007741648908698728,0.1228948664999485,0.009423425647457982,5.951123930954887e-05,4.2188851600733127e-07,0.9929606791550193,0.007039320844980711,0.12246155439976383,0.010310960480665586,1.2172375366789838,0.006030900450973974,0.09573757665038654
2024-05-15,2024-05-16,493,0.007753414927245356,0.12308164625392301,-0.0023871116275900857,5.9693462537083144e-05,4.219804969479727e-07,0.9929804975951173,0.007019502404882739,0.1226488995439623,0.010312084427063675,-0.3078787411727212,0.006011811627768204,0.09543455097624647
2024-05-16,2024-05-17,493,0.0076970043438157046,0.1221861560035215,0.0017007785108379835,5.882176299601866e-05,4.2211287269915693e-07,0.9928749956597278,0.007125004340272116,0.12175008942500495,0.010313701756410623,0.22096629219191025,0.005964116983011561,0.09467742196287257
2024-05-17,2024-05-20,493,0.007657258893971766,0.12155521654732078,0.000211308517772939,5.821217116202878e-05,4.214426072809262e-07,0.9928122696148481,0.007187730385151865,0.12111757565618318,0.010305510032734595,0.027595843460287494,0.00598181103767851,0.09495830637287134
2024-05-20,2024-05-21,493,0.007642804428899,0.12132575902781874,-0.0008103020160034242,5.799128170834687e-05,4.2117783005130593e-07,0.9927895891838892,0.00721041081611089,0.12088756342363516,0.010302272233489519,-0.10602155577074657,0.005877090308997971,0.09329591634165829
2024-05-21,2024-05-22,493,0.007638462421222972,0.12125683179280972,-0.00411619951921737,5.792433038040868e-05,4.217777800268253e-07,0.9927711068771364,0.007228893122863554,0.1208177605150128,0.010309607197500785,-0.5388780218098314,0.005725622120867868,0.09089143339767951
2024-05-22,2024-05-23,493,0.007644090913939578,0.12134618134471538,-0.013747010740436697,5.800900429162292e-05,4.2312160895068813e-07,0.9927587503889443,0.007241249611055731,0.12090603409875363,0.010326017889562918,-1.7983839929700447,0.006615688247709963,0.10502079512983944
2024-05-23,2024-05-24,493,0.007663250971549823,0.12165033782996966,0.0069413999342462715,5.8302724936938494e-05,4.226905160208155e-07,0.9928022558416908,0.007197744158309146,0.12121174317741867,0.010320756272543478,0.9058035499576541,0.006713227539034754,0.1065691833772567
2024-05-24,2024-05-28,493,0.0076369272367941,0.12123246149551724,-0.00759706119011229,5.789916071303779e-05,4.234969070497746e-07,0.9927387241197336,0.007261275880266356,0.12079150839229355,0.010330596332087669,-0.9947798315414427,0.006972812587590711,0.11068996827255483
2024-05-28,2024-05-29,493,0.0076552367246933845,0.12152311560520396,-0.011066705700877545,5.818159850539123e-05,4.210508057030711e-07,0.9928151574945374,0.007184842505462638,0.12108576639456262,0.010300718568972455,-1.4456385999377177,0.007300657907424844,0.11589435138122012
2024-05-29,2024-05-30,493,0.007672418793493307,0.12179587249152914,0.0035210754881187063,5.844610522989583e-05,4.1990491285346407e-07,0.9928667679050237,0.007133232094976375,0.12136069593543763,0.010286692278816983,0.45892639373450256,0.006443676940882399,0.10229020028649767
2024-05-30,2024-05-31,493,0.007673856578157886,0.12181869661549716,0.011172435752150347,5.8466158278073535e-05,4.219165040635243e-07,0.9928352810713467,0.007164718928653229,0.12138151377402794,0.01031130248921096,1.4559088560438405,0.006744267603957629,0.10706192913204805
2024-05-31,2024-06-03,493,0.0076804741648608755,0.12192374754767027,-0.004851510640011606,5.856743031573739e-05,4.2225308135796694e-07,0.9928419164667232,0.007158083533276916,0.12148659366187622,0.010315414509471139,-0.6316681152588041,0.00669903293375519,0.106343851004086
2024-06-03,2024-06-04,493,0.007674648537331266,0.12183126857762484,-0.0027238078919655244,5.847860148107375e-05,4.216286904871963e-07,0.9928416461317875,0.0071583538682124396,0.12139442974548127,0.010307784922221334,-0.35490978886085695,0.006608819973667202,0.10491176465951911
2024-06-04,2024-06-05,493,0.007569381211150825,0.12016020158009985,0.007287219960026684,5.687413011790546e-05,4.214018018176697e-07,0.992645119301657,0.0073548806983430495,0.11971750410742858,0.010305011113921847,0.9627233398275046,0.006519808052673395,0.10349874421950067
2024-06-05,2024-06-06,493,0.007573496731140348,0.12022553343454781,-0.002674612421252191,5.6937344689040345e-05,4.205080475531905e-07,0.9926686926464228,0.007331307353577273,0.11978401755509024,0.010294077325501494,-0.35315423194874374,0.006546399166641044,0.10392086506735612
2024-06-06,2024-06-07,493,0.007568863721911613,0.12015198669310122,-0.003538948214154201,5.68680704547922e-05,4.196275860775194e-07,0.992675083823788,0.007324916176212075,0.11971112627741683,0.010283294787738748,-0.4675666446350542,0.006594005378625184,0.10467659025398726
2024-06-07,2024-06-10,494,0.007559721327907522,0.12000685568756564,0.0036052051921566155,5.6732297407553674e-05,4.1708914806619395e-07,0.9927017738386349,0.007298226161365137,0.11956813516444725,0.01025214442507912,0.4768965727410631,0.006356377728474732,0.10090436825240272
2024-06-10,2024-06-11,494,0.007561416136781514,0.12003375994436785,-0.004020626576661065,5.6758599653834184e-05,4.1641433974568135e-07,0.9927168476112233,0.00728315238877668,0.11959584906160504,0.010243847598237281,-0.531729308892716,0.006395490943417303,0.10152527129068827
